A
54	88	25	98	63	40	62	40	82	61	41	94	1	57	92	71	90	76	13	32	69	82	83	99	48	41	95	60	73	74	71	1	7	78	68	0	59	72	48	72	39	35	13	33	54	22	72	18	9	27	63	17	99	85	6	10	45	7	54	60	15	16	20	41	65	63	15	33	69	36	23	60	4	50	79	64	58	35	56	27	5	76	85	11	31	99	46	42	100	63	56	52	8	71	96	16	88	55	63	9	20	9	62	32	86	69	52	67	51	72	99	7	24	31	40	23	41	56	65	40	89	88	31	95	86	54	26	5	78	94	2	65	64	14	17	88	32	86	48	79	62	85	5	2	22	31	22	80	23	1	77	55	33	21	78	100	70	24	24	20	43	48	27	20	9	84	94	27	33	89	45	53	8	74	28	61	95	41	23	62	100	24	75	6	26	100	90	98	9	53	84	45	100	81	95	82	55	29	43	56	87	60	56	99	1	15	4	67	44	21	100	3	47	58	37	16	68	52	96	75	7	90	15	32	38	16	96	44	91	73	1	48	63	10	92	43	6	64	17	42	14	95	41	25	35	48	89	45	67	37	90	34	27	95	12	37	89	75	86	20	31	17	18	14	74	12	61	68	82	87	1	77	57	77	70	0	56	85	39	88	4	75	97	1	21	6	48	86	23	69	19	78	80	6	94	35	38	100	73	40	7	27	72	99	97	13	74	22	59	35	45	43	71	79	76	19	33	42	80
6	53	76	17	36	66	32	76	95	49	67	69	13	90	42	27	71	99	43	73	3	18	81	46	47	28	59	17	86	63	97	47	99	64	99	100	68	42	97	62	46	6	71	89	29	58	99	14	60	36	69	86	44	99	10	98	4	48	52	44	17	1	10	39	64	50	2	50	32	84	79	65	80	85	97	4	13	31	9	97	37	89	85	30	97	54	62	3	90	41	23	44	17	31	0	58	73	77	81	19	76	58	4	81	22	32	23	54	12	54	64	85	7	78	49	23	33	64	15	84	48	25	34	38	9	91	64	24	68	54	21	92	98	90	77	19	2	70	92	7	94	27	64	74	15	31	81	13	46	65	96	74	27	60	5	12	3	44	74	74	93	28	7	48	82	94	10	8	53	62	38	68	76	76	57	39	72	17	26	83	47	84	74	58	11	79	54	86	28	10	49	22	96	89	50	69	69	42	98	90	78	10	94	36	66	15	67	40	60	12	95	45	2	4	31	69	21	88	91	9	33	1	21	4	26	100	55	35	15	98	42	20	81	94	15	46	55	86	30	84	99	33	55	79	29	1	61	57	47	34	55	66	54	86	99	68	39	97	56	58	67	80	27	8	72	29	92	64	57	17	95	94	77	70	39	96	66	41	68	52	50	7	48	4	12	55	67	44	24	58	82	49	89	0	79	8	96	75	70	54	2	30	86	41	87	88	6	6	3	45	1	1	59	36	32	40	18	25	25
12	42	35	23	85	64	27	3	25	0	64	26	48	10	37	7	82	89	91	11	21	20	27	56	1	8	56	31	18	66	71	49	36	89	53	98	7	98	85	16	80	72	35	66	41	53	73	75	18	48	25	36	14	12	92	37	97	0	77	30	52	70	55	94	59	30	11	86	92	47	57	46	41	64	71	88	96	21	63	48	36	33	44	91	94	65	100	28	47	41	50	76	19	99	100	58	41	3	16	95	10	22	49	33	27	0	23	87	72	60	92	66	37	81	75	82	31	48	2	92	29	7	67	43	64	6	50	52	25	13	16	94	71	20	25	94	72	9	89	50	30	100	100	78	71	100	18	75	0	17	77	34	68	44	25	1	95	34	76	99	69	70	99	14	44	25	7	24	24	55	2	63	29	24	51	44	71	32	82	65	72	85	89	40	3	34	32	49	53	43	2	64	13	51	25	49	66	39	40	32	17	71	7	70	60	72	69	5	51	26	49	42	82	45	95	40	93	96	100	78	13	46	82	27	81	73	32	17	7	18	93	36	98	60	53	11	79	66	98	11	42	32	8	57	99	48	10	75	40	50	15	8	15	44	21	44	9	19	96	1	2	6	24	100	95	97	65	88	75	84	7	92	57	36	91	90	24	30	73	29	67	56	7	91	29	57	86	83	20	80	100	11	86	65	52	98	54	90	6	29	2	54	93	19	91	27	100	81	25	13	45	35	9	8	78	0	95	58	65
90	82	11	1	52	23	44	17	83	70	19	17	94	82	61	71	13	88	67	80	31	34	6	13	1	20	4	68	76	12	6	38	55	13	9	67	56	13	78	85	87	19	68	9	67	32	40	84	3	73	83	16	39	15	5	21	14	33	80	61	85	18	83	76	82	15	37	34	51	88	56	10	86	94	89	3	62	72	48	97	98	90	7	70	63	67	92	2	39	65	70	14	20	48	18	39	84	72	96	50	60	75	19	39	66	1	70	60	88	51	60	33	14	95	44	72	89	16	0	15	53	81	16	93	6	33	33	46	18	80	89	34	33	4	30	42	95	99	3	46	82	86	72	6	53	28	64	31	65	60	86	76	76	97	63	100	26	73	99	5	23	88	56	82	16	71	36	13	14	25	51	38	8	24	33	88	89	46	76	28	33	91	22	90	8	75	90	15	94	99	74	17	80	26	42	94	83	67	4	37	14	69	12	17	61	81	78	72	75	18	92	51	100	35	38	53	95	61	46	58	47	7	37	38	47	6	93	79	0	52	57	22	61	32	88	41	94	34	27	10	10	32	92	63	28	52	81	87	90	51	18	89	23	27	53	15	30	23	58	87	33	17	33	35	32	36	15	39	22	97	24	13	5	57	28	66	81	99	50	69	28	88	97	41	18	20	6	88	45	54	57	40	4	53	95	65	51	48	36	50	92	12	63	47	48	77	22	4	79	31	0	35	88	31	40	23	57	80	69
83	18	23	11	37	68	48	20	25	85	18	95	85	40	24	91	69	72	25	30	97	72	5	4	44	59	89	10	17	93	99	98	54	22	7	15	49	4	58	11	55	80	13	37	28	35	75	41	27	54	86	81	66	39	41	56	79	10	52	7	45	73	35	36	11	40	96	97	20	56	2	54	15	93	15	49	75	5	4	36	27	17	89	36	46	53	26	1	80	55	60	66	37	74	79	49	89	68	94	20	3	26	68	54	93	26	20	83	91	6	54	82	98	63	82	31	42	48	79	40	45	83	1	24	64	99	20	19	43	78	24	22	26	80	39	72	96	26	9	95	84	57	95	72	93	2	27	1	1	87	17	58	63	98	47	91	70	13	47	51	91	55	91	6	88	78	0	86	58	19	10	45	34	70	65	19	21	94	4	20	78	26	58	61	79	46	17	77	74	11	13	34	3	28	12	82	97	75	68	61	38	40	1	64	66	19	1	25	86	37	40	31	100	19	83	75	96	87	80	97	67	82	6	10	78	39	24	58	0	53	23	17	17	4	42	50	73	41	74	7	44	47	10	79	1	46	7	10	6	24	19	68	16	40	77	44	68	73	78	17	22	57	48	60	34	71	75	6	60	32	49	6	79	81	74	47	61	14	12	68	97	6	2	12	29	31	77	84	17	60	39	76	58	94	88	13	85	44	23	38	4	86	62	14	63	8	38	54	26	62	9	98	74	60	79	52	19	61	55
31	28	9	90	89	11	28	89	22	90	39	62	54	56	87	45	9	26	44	94	22	89	19	77	4	36	89	46	49	75	31	27	9	26	74	95	45	60	58	95	86	93	50	46	32	75	18	29	25	90	47	45	43	80	12	59	13	74	43	84	66	25	3	75	27	61	51	67	39	21	5	15	53	95	15	47	22	26	56	12	12	32	88	47	78	37	29	65	1	100	84	21	69	73	35	11	12	5	52	69	0	21	56	95	30	89	51	85	8	83	38	91	9	55	47	3	25	74	86	37	33	84	83	37	28	61	78	49	13	57	97	78	62	26	90	5	6	23	87	29	11	93	30	93	8	85	87	66	53	76	25	83	93	89	24	58	16	7	79	32	65	38	17	88	59	43	47	55	60	72	60	65	56	42	94	12	53	72	11	70	66	37	87	7	16	32	70	94	9	2	45	5	88	26	93	7	32	85	31	16	87	65	90	92	36	94	16	9	75	56	70	31	70	25	36	84	61	57	60	2	20	80	14	77	56	24	77	96	56	6	73	95	37	23	72	27	50	16	50	76	24	35	91	83	10	15	70	83	37	63	12	24	64	10	84	21	65	26	4	25	77	37	30	59	82	93	80	69	30	19	5	36	5	66	79	6	34	56	9	7	74	40	24	16	59	42	79	47	94	15	19	19	9	79	59	80	8	8	99	64	81	86	90	13	76	26	87	100	91	3	74	60	54	3	2	83	94	27	54
93	9	0	45	83	72	8	5	59	62	64	93	43	75	7	3	30	11	20	8	74	67	88	75	76	81	91	66	45	60	62	58	97	33	45	84	70	87	9	48	63	70	9	36	84	22	49	77	75	9	74	18	25	53	46	87	20	9	31	80	6	19	47	68	63	37	73	13	83	10	73	23	92	49	18	83	81	70	82	68	33	53	73	1	98	7	24	11	60	83	78	19	86	2	58	55	28	14	97	93	73	39	30	32	77	67	91	30	78	66	86	62	24	11	58	54	84	61	6	46	93	96	7	37	50	44	11	19	27	79	20	56	76	2	54	69	16	47	80	54	32	98	81	5	34	7	96	17	59	45	19	50	15	63	88	100	50	81	31	22	62	28	4	18	40	35	24	88	40	97	33	76	54	19	94	8	45	17	41	79	81	62	96	8	24	87	76	15	17	88	48	19	98	49	0	38	31	40	27	75	77	77	21	60	65	57	93	40	41	36	76	34	56	51	43	36	47	89	89	40	67	7	67	29	34	46	18	85	31	25	24	40	87	3	37	85	37	73	53	66	2	12	70	27	6	20	76	10	45	76	31	39	62	87	67	63	35	12	90	73	35	67	50	25	31	43	66	38	94	31	57	45	44	15	52	45	36	81	15	34	44	42	0	57	49	43	67	62	64	93	39	63	90	44	47	65	1	51	83	20	3	0	28	33	79	66	7	86	66	15	92	7	69	36	84	83	89	62	27
95	84	85	13	92	89	41	64	56	22	0	88	76	19	18	30	45	85	5	45	93	64	74	40	23	78	92	25	17	92	67	48	91	89	73	17	76	43	10	24	21	85	52	36	94	77	26	33	92	5	97	100	88	83	78	39	4	59	62	95	72	85	16	5	41	73	29	80	76	44	7	93	15	77	53	76	9	93	35	16	45	52	18	60	71	88	85	38	34	36	20	16	3	8	40	13	33	61	78	53	30	34	58	39	18	88	36	11	34	32	25	99	6	66	73	76	86	96	55	97	23	63	60	75	47	87	70	95	48	12	96	81	56	3	58	44	73	3	21	71	60	79	81	73	71	21	81	51	56	38	19	12	45	92	61	9	82	94	74	13	61	17	13	30	48	92	72	92	82	44	48	74	21	62	88	72	27	25	14	83	49	62	44	59	68	76	23	52	66	50	92	39	76	99	48	93	80	86	69	76	78	28	10	63	65	95	3	37	61	83	69	57	76	30	66	83	88	33	65	57	2	27	98	83	25	44	70	83	35	24	19	97	54	6	86	5	49	73	88	50	18	99	91	84	95	54	92	5	61	46	93	36	4	45	70	64	36	75	68	74	44	59	66	29	99	61	7	59	44	41	36	66	40	43	45	31	73	61	64	20	41	65	99	61	31	72	89	7	97	44	19	28	14	93	19	55	27	7	27	71	30	58	49	47	96	52	86	24	58	61	28	30	40	70	27	56	19	59	73
80	23	3	53	100	98	76	26	96	18	94	84	48	1	67	96	98	48	26	52	46	41	46	68	11	1	42	78	7	85	6	43	21	27	37	86	100	58	41	5	48	10	99	35	86	95	25	47	61	57	34	70	1	92	56	1	13	27	27	69	22	53	96	22	80	48	62	18	29	71	38	9	83	72	2	60	71	58	6	46	55	8	40	51	89	57	49	51	94	49	37	4	100	29	93	4	9	87	60	75	81	22	97	96	43	97	48	23	48	19	100	72	72	52	10	28	95	63	29	41	83	94	15	76	28	63	43	20	6	5	79	96	37	11	98	24	81	76	13	8	85	84	42	38	43	29	42	86	98	81	85	34	19	81	72	61	22	81	10	2	6	28	99	77	73	13	2	92	55	94	6	53	73	68	55	30	77	45	30	63	100	58	86	61	50	60	81	91	86	23	72	88	87	73	65	33	84	16	90	64	99	31	69	82	62	33	7	70	18	66	4	84	94	22	85	57	60	76	17	48	12	6	22	14	31	20	56	99	59	87	52	78	17	28	41	4	92	86	85	81	57	19	93	60	97	78	49	59	77	66	54	71	89	93	36	60	64	11	15	95	77	34	100	38	60	89	96	18	26	43	53	91	87	60	53	55	82	8	63	41	1	65	29	49	89	89	73	36	85	50	19	29	6	82	57	55	13	9	3	40	53	68	62	64	76	5	79	88	48	75	58	81	76	66	48	93	81	46	40
92	31	100	75	29	41	28	97	74	73	83	35	6	51	67	44	67	69	0	94	61	84	83	17	25	82	94	12	64	54	61	93	79	85	19	91	42	32	20	9	8	41	96	27	6	55	26	46	70	48	53	21	99	0	16	70	58	42	31	93	47	57	41	37	52	99	98	72	1	20	81	32	12	95	30	48	16	26	42	65	47	72	96	51	45	36	38	96	65	20	59	56	77	94	39	27	37	33	82	23	27	37	43	20	73	17	97	98	32	47	57	79	7	71	26	70	29	17	89	57	70	88	17	69	9	27	52	32	95	58	50	50	93	5	21	42	14	67	100	9	70	59	23	49	64	17	35	65	68	62	52	97	32	21	7	31	54	44	56	4	56	82	40	88	57	72	5	50	65	8	4	82	30	26	5	51	33	58	8	56	64	44	93	8	14	74	95	40	39	20	4	12	90	88	18	72	0	39	31	11	22	81	6	79	3	5	80	45	67	79	26	94	6	64	51	67	49	38	70	26	46	57	96	38	99	99	80	36	22	36	12	43	20	30	28	64	30	8	67	38	88	40	98	96	38	78	81	98	72	13	52	19	43	12	39	82	90	46	81	14	7	13	8	9	63	77	53	32	73	39	100	88	55	77	93	10	55	99	79	39	21	74	24	81	86	2	90	57	41	1	4	38	62	47	88	92	57	15	26	45	11	92	20	65	63	98	76	87	39	98	88	47	39	34	28	3	82	66	81
