Matrix A
56	80	85	25	15	23	65	32	92	34	8	3	57	9	98	79	98	53	40	42	41	44	90	44	63	2	43	13	15	73	44	15	68	67	88	87	27	46	70	75	80	91	92	15	65	52	88	63	10	2	89	49	30	98	29	92	6	18	96	81	43	30	4	37	29	56	38	79	4	12	56	7	35	97	10	97	89	73	86	59	17	56	93	63	2	31	67	26	43	39	68	46	0	45	30	61	53	39	100	39	36	29	68	89	25	44	38	17	36	90	75	4	30	31	60	43	40	1	84	19	89	1	95	86	71	38	58	21	86	94	58	17	64	38	22	5	83	79	39	24	63	25	13	63	95	0	56	61	74	3	0	40	26	61	1	52	50	33	100	79	3	18	24	73	76	85	78	39	5	100	67	77	8	38	31	95	88	54	3	100	17	67	47	83	70	92	38	10	86	57	5	25	51	98	67	79	10	16	1	32	92	92	33	80	27	57	0	20	86	3	83	87	33	91	93	39	66	23	45	4	40	72	69	11	37	35	44	84	55	52	99	91	37	26	6	80	56	79	34	56	64	79	64	27	67	45	13	26	61	70	52	54	58	45	21	17	2	55	72	83	78	12	83	12	36	96	13	5	46	73	18	45	62	31	42	5	78	70	27	92	32	33	14	59	99	12	37	51	54	68	23	83	98	22	9	26	17	10	70	95	33	42	80	59	88	98	35	50	8	41	59	44	57	34	11	63	5	12	97
48	65	4	29	68	82	76	39	53	40	35	17	63	68	95	53	66	79	1	53	34	52	37	40	52	78	47	11	55	35	89	88	6	73	13	78	100	46	3	8	77	97	20	54	72	48	74	46	93	6	19	28	43	81	40	77	47	2	32	8	68	30	86	39	52	82	32	80	53	22	73	26	43	44	70	34	28	56	61	75	30	74	47	18	39	52	36	82	55	39	38	86	14	11	86	53	71	27	84	5	46	25	53	76	59	73	41	38	48	89	73	28	28	50	35	71	64	37	13	9	30	26	30	85	51	51	74	39	79	11	78	13	43	84	52	49	58	38	78	68	95	25	95	71	0	36	52	91	3	91	97	21	21	2	62	71	78	36	38	15	19	35	42	21	51	77	45	43	70	28	9	18	7	62	51	5	54	32	20	7	21	15	47	51	38	72	7	33	42	36	37	5	64	64	94	2	58	65	46	97	53	97	19	6	39	75	68	78	58	4	83	39	60	30	96	76	19	71	60	85	0	37	98	8	11	64	34	57	27	92	3	57	93	29	77	7	86	57	74	39	75	84	34	98	39	2	44	78	65	1	64	29	22	5	51	29	23	99	86	5	1	49	37	42	70	43	72	88	21	51	35	49	31	67	90	50	58	83	62	81	69	31	87	95	55	24	98	81	89	65	90	61	2	12	69	81	93	57	46	2	0	47	54	75	12	50	51	54	93	2	24	83	21	93	47	65	90	26	75
84	92	24	7	61	62	3	92	74	98	86	29	66	19	52	35	22	0	28	73	92	31	44	41	21	39	86	17	50	30	59	23	32	44	72	88	99	23	97	66	97	17	44	2	83	54	55	89	7	71	96	97	2	6	3	59	76	2	41	89	82	24	85	19	61	53	34	64	59	42	78	58	31	44	47	35	80	92	93	58	17	96	78	16	84	96	27	61	65	84	55	73	85	32	17	9	45	53	70	57	85	51	86	69	34	33	40	15	44	98	53	92	49	73	67	79	22	55	76	67	16	86	23	2	73	58	16	10	35	41	3	42	74	62	5	36	36	100	1	17	17	83	4	41	38	30	87	19	96	51	27	33	30	5	75	95	84	51	60	7	53	42	26	45	84	99	5	34	75	21	9	36	67	34	65	94	28	56	27	57	73	29	74	18	48	100	69	54	46	4	39	23	30	74	59	46	62	27	2	41	95	71	40	86	49	52	1	6	71	0	78	100	46	80	91	52	18	22	65	72	80	92	97	51	4	86	58	80	79	61	97	4	82	14	35	68	13	14	29	75	91	75	24	73	32	4	1	0	64	88	55	25	61	62	22	52	21	86	77	31	29	90	36	6	62	14	36	69	64	43	14	27	53	19	21	90	38	83	46	98	82	5	29	78	57	10	89	25	100	77	0	75	33	50	18	35	2	27	83	96	30	40	36	32	31	35	20	17	61	5	12	15	41	45	43	46	59	10	85
73	66	59	48	35	33	21	56	81	78	71	47	76	99	16	25	92	4	51	6	41	57	8	39	63	20	6	19	35	82	13	80	65	88	25	37	59	97	62	45	35	1	92	34	56	13	30	25	80	95	91	97	33	71	6	11	51	72	16	11	100	66	82	27	44	5	29	17	45	81	42	96	29	97	98	47	69	8	82	31	72	29	7	39	53	39	24	32	95	20	96	73	84	39	56	63	21	68	89	70	45	0	9	68	28	93	91	89	33	43	86	86	81	77	81	49	12	89	66	86	10	100	28	55	16	57	22	70	43	97	47	9	65	61	56	71	1	59	34	60	23	99	33	81	22	81	19	40	43	3	12	72	87	83	25	9	47	29	45	48	28	56	10	15	63	26	53	29	55	39	55	95	98	82	26	91	83	23	60	58	97	25	24	39	13	17	26	18	11	92	65	47	97	82	80	0	50	82	16	49	64	86	72	59	68	56	80	72	16	62	67	82	44	53	6	87	17	25	32	31	99	69	35	64	71	52	16	42	92	72	39	54	40	56	34	17	67	43	19	63	15	95	100	88	44	8	74	60	97	35	38	96	16	44	55	45	46	51	44	84	71	99	61	47	65	16	84	1	13	19	82	85	42	27	12	86	40	73	22	55	49	50	68	59	94	92	67	19	84	38	14	0	60	87	64	16	91	40	93	74	78	89	16	75	27	4	88	17	63	83	56	51	46	80	41	32	12	75	92
65	85	46	41	34	49	86	77	64	37	7	60	29	86	77	84	18	72	46	2	23	98	100	93	74	26	8	70	28	6	48	96	75	18	48	31	58	48	35	5	42	30	5	46	28	82	66	20	83	47	47	29	10	80	75	95	67	100	27	97	56	98	24	89	59	90	91	21	79	21	100	0	50	30	30	7	31	97	99	78	19	27	6	68	17	67	52	1	55	78	1	91	59	26	73	94	75	8	63	76	33	18	66	59	72	34	50	27	97	14	4	49	60	90	0	13	14	69	63	65	79	9	71	83	79	87	19	77	97	53	60	87	59	43	13	20	5	43	7	50	15	73	6	7	20	14	11	21	5	48	66	48	95	14	14	32	55	59	15	50	46	39	17	74	93	17	44	3	65	93	87	84	11	96	84	37	29	52	95	77	59	21	75	92	7	80	20	60	95	11	34	3	62	18	11	19	35	17	17	39	47	24	11	28	39	93	72	0	34	89	81	93	9	58	61	48	38	99	49	48	35	29	9	5	65	45	26	0	21	6	17	35	63	80	80	14	88	60	100	3	30	81	41	42	58	47	20	82	23	64	2	73	14	86	62	0	58	11	19	55	50	33	18	11	74	6	31	32	9	82	83	100	27	88	86	28	35	98	39	69	48	7	90	74	2	75	73	81	26	10	56	15	87	33	85	32	90	87	10	68	24	94	65	84	85	6	34	47	7	71	61	28	81	98	94	50	68	42	78
82	70	75	75	77	96	95	73	41	36	6	5	1	17	85	44	31	46	35	12	92	71	83	87	93	3	4	72	29	44	54	5	83	5	71	22	27	73	93	95	24	88	54	9	9	4	65	77	28	0	9	87	13	55	34	7	72	16	35	54	35	65	96	74	10	100	35	86	52	48	55	54	14	34	56	57	95	69	63	43	39	89	68	31	96	21	81	39	53	33	33	46	51	29	5	92	68	31	9	25	62	48	64	45	89	82	39	90	21	59	94	14	6	66	87	94	80	30	63	88	70	18	46	26	56	1	43	92	69	99	69	9	65	33	87	52	36	85	3	91	17	56	93	18	84	70	43	62	37	8	8	16	66	17	56	47	58	44	19	65	7	80	61	47	62	96	78	51	89	13	84	83	2	4	82	74	70	20	19	100	67	14	65	46	64	24	84	70	24	54	33	24	21	70	69	88	84	94	77	74	26	87	16	63	60	18	1	91	42	54	99	76	63	71	100	20	31	84	17	61	53	59	35	8	92	11	11	21	87	17	45	11	70	74	77	2	34	40	81	35	54	88	3	68	80	36	32	42	80	21	51	96	34	19	64	80	14	31	78	11	24	56	97	43	89	58	9	80	97	80	67	65	6	22	23	26	69	64	37	37	99	79	46	89	89	94	77	57	60	3	27	29	78	98	30	7	95	5	61	80	82	47	61	28	77	74	87	9	7	43	74	89	91	13	35	29	64	40	17
17	46	52	55	21	89	29	100	66	44	31	82	29	51	48	83	63	88	73	56	16	35	93	21	2	34	99	20	48	1	50	83	27	67	83	94	5	61	37	45	37	40	66	59	95	95	58	40	65	40	34	66	19	54	65	81	11	21	89	73	48	74	12	91	79	64	84	44	75	26	39	58	32	63	56	16	84	97	81	60	21	79	53	52	33	59	11	3	36	21	21	35	74	78	49	10	20	20	93	45	98	79	87	18	50	37	64	80	11	70	55	55	76	96	8	55	44	7	15	96	22	48	50	17	44	8	47	100	90	32	62	71	81	73	28	59	49	100	33	79	100	23	17	92	96	57	95	84	13	19	26	15	73	60	77	35	85	53	94	100	52	41	94	66	39	91	13	98	10	64	91	80	11	58	37	57	6	11	20	17	10	40	25	76	48	27	19	72	28	29	39	75	93	32	39	78	63	44	23	6	73	23	11	51	15	38	49	22	91	49	79	5	78	80	25	42	66	65	44	49	82	14	36	6	57	36	30	24	13	5	36	78	67	15	54	100	91	90	53	82	54	40	76	0	99	74	40	65	34	34	0	23	26	47	33	31	12	95	83	59	62	42	66	56	44	22	25	67	54	32	16	46	94	31	69	91	97	20	81	16	18	4	52	55	50	97	13	4	52	27	62	38	86	49	89	5	17	71	13	31	64	47	2	82	98	16	30	1	36	45	24	54	74	26	47	74	48	57	91
0	58	67	46	56	70	16	49	10	53	67	24	7	20	11	9	6	43	31	14	95	90	3	14	55	48	27	13	81	24	20	11	49	71	55	32	42	73	97	89	9	77	26	43	14	96	29	33	26	33	92	91	67	35	44	92	51	11	12	97	79	88	3	22	31	55	13	98	29	94	35	83	92	72	44	7	73	3	0	2	31	60	24	45	55	94	10	30	92	92	33	23	73	56	54	68	14	31	7	69	20	6	7	71	2	11	93	1	7	32	85	11	67	41	1	46	95	92	41	71	48	41	84	3	6	54	13	91	87	79	48	22	21	92	49	59	71	59	91	93	45	9	72	87	30	16	72	77	61	97	70	18	77	2	72	28	58	13	85	68	90	33	24	82	41	37	91	52	14	35	67	97	84	4	79	53	6	84	64	2	98	16	58	77	21	41	48	72	44	40	32	40	84	21	36	22	92	4	58	87	69	86	95	12	23	94	84	68	65	32	50	73	18	34	62	49	10	82	9	57	49	14	14	48	15	61	95	65	55	30	72	33	24	13	94	20	68	60	26	56	30	7	48	50	40	39	33	72	95	4	63	22	28	23	20	98	52	92	91	49	84	57	13	26	23	44	26	84	23	28	42	38	79	46	19	48	15	61	84	79	9	49	62	22	6	61	64	95	47	81	92	62	31	35	94	100	28	61	1	14	67	63	26	2	7	76	38	28	69	37	88	37	10	43	37	93	12	63	22
43	40	15	43	5	23	23	16	86	89	39	5	40	45	70	4	37	32	13	90	34	92	46	14	79	7	74	64	19	9	4	34	45	92	43	3	66	87	18	48	51	39	77	3	70	39	27	95	26	57	34	70	26	14	6	61	69	61	84	62	70	100	35	100	2	13	68	75	77	53	27	17	59	69	29	3	30	36	90	10	89	70	4	20	12	1	78	85	4	88	75	30	27	87	46	12	17	5	83	37	21	90	63	11	39	19	42	27	29	25	84	62	41	14	80	61	50	57	93	73	14	88	4	45	58	77	0	63	22	19	74	49	65	100	44	16	88	52	53	74	89	98	10	51	33	18	74	90	13	51	92	40	94	50	22	27	9	82	71	35	50	62	16	14	55	91	67	9	32	48	22	87	83	48	12	78	47	65	92	81	57	94	23	97	36	16	33	44	45	81	69	7	64	57	9	48	21	6	99	98	32	76	68	87	65	43	4	67	96	89	27	23	85	96	9	45	35	46	34	5	77	24	13	21	27	84	10	8	10	59	14	50	13	89	65	76	6	84	78	74	59	45	66	81	85	38	78	86	15	88	80	68	34	65	32	10	3	73	0	1	49	65	98	29	0	95	13	97	93	40	28	81	83	41	51	31	25	40	33	11	68	75	47	98	94	92	93	6	54	10	50	42	81	11	4	60	17	87	36	40	92	21	94	99	43	6	83	29	24	21	85	12	15	61	5	7	47	65	1
33	38	67	55	91	66	19	32	62	19	12	13	7	88	71	86	100	51	20	85	7	82	74	84	37	80	87	80	20	37	80	42	78	15	66	68	20	78	49	86	48	96	4	50	77	46	36	91	85	48	85	4	44	14	23	22	31	49	78	21	71	88	35	70	54	10	52	65	13	74	29	10	96	65	17	41	5	50	34	34	14	8	86	15	28	87	35	99	68	76	82	2	5	71	100	14	37	48	56	48	100	94	24	25	40	82	56	39	63	29	18	16	80	72	32	45	95	45	41	86	81	13	64	88	15	9	45	47	66	84	95	74	17	59	3	57	14	63	47	87	28	97	46	11	99	45	83	14	21	53	12	98	33	45	77	33	3	40	13	44	38	5	71	24	86	6	37	73	11	94	2	51	95	48	9	68	50	31	51	33	32	89	89	54	49	22	27	16	50	17	48	25	48	1	8	5	67	90	68	46	19	56	89	90	30	61	72	41	42	35	37	2	29	80	12	50	47	26	73	41	14	75	99	83	84	91	50	47	1	9	6	60	21	66	24	85	17	28	33	26	77	25	27	82	25	69	29	89	41	72	60	1	66	31	14	15	95	92	59	2	76	51	67	69	28	3	81	74	48	26	28	27	52	2	94	19	79	81	22	11	73	40	86	80	20	87	51	31	59	56	50	84	19	80	33	70	46	15	84	21	26	45	30	55	93	35	29	88	59	24	10	35	79	77	3	19	71	90	64
10	49	33	94	92	75	45	25	66	41	14	44	80	35	25	47	60	52	88	13	85	13	21	15	50	23	59	50	85	22	4	82	42	0	5	44	51	96	44	68	35	77	10	60	26	68	56	58	1	12	94	77	30	68	78	29	89	66	32	84	32	90	79	33	20	74	20	44	80	46	91	87	62	9	82	49	63	97	75	44	11	83	48	5	37	26	82	80	88	28	72	48	41	1	41	86	15	95	25	22	50	69	13	12	5	91	69	49	14	3	2	91	30	35	83	4	73	38	36	32	61	58	19	8	50	64	3	76	4	13	31	59	60	52	23	44	99	100	48	17	98	85	8	52	71	34	91	32	98	62	61	88	94	34	50	48	86	93	26	42	37	44	51	57	64	62	81	18	47	45	58	31	85	46	10	87	88	42	1	66	61	3	56	17	81	27	69	70	34	17	18	95	39	95	61	36	7	8	28	40	100	97	5	53	40	38	42	20	9	13	6	36	71	80	5	61	89	4	82	99	37	78	4	45	76	1	70	4	60	14	23	19	76	84	62	34	18	23	20	52	72	66	99	62	92	84	8	98	26	61	26	77	96	25	60	9	52	96	87	23	82	46	7	34	73	33	98	44	64	43	10	48	17	44	69	79	11	56	81	5	43	19	39	1	99	23	39	73	82	3	51	5	22	48	35	0	92	32	82	39	13	82	92	79	30	21	6	45	77	13	18	70	27	98	56	88	95	12	49
