C
800039	857713	800457	762951	817863	817176	807636	782876	821255	789537	815223	796474	784555	792015	800399	823411	817980	747554	778687	710939	771881	797729	810853	827463	796399	846869	775345	818850	813361	790744	788524	853635	815656	814401	761793	819210	873994	871957	786113	842552	801736	838796	833229	802515	707090	787402	840704	820369	755986	878170	765447	752401	775436	794425	833317	799277	792463	820671	823643	770183	755981	809404	770866	801779	864421	839737	797923	797461	778476	757661	789942	823450	777117	768394	826074	833967	849052	772317	816220	842306	745608	817202	796987	804845	806832	817909	782565	867785	816423	800294	794580	791898	794409	833690	802863	846157	843543	837866	766184	863256	847269	794434	830447	831415	833038	814142
794516	825884	799605	799672	822302	827236	810186	780519	813920	793135	881478	786459	783246	823076	814850	815017	824855	769338	802285	757342	802862	803307	817399	820019	826733	856697	770962	823652	815664	829413	803754	851869	833650	837288	754618	827599	863854	890305	851499	850881	886306	827019	838526	834116	747892	827706	877361	844038	778247	890853	767226	785908	793383	800408	830257	844011	822833	794451	810814	798066	828578	810015	773275	829836	855258	828008	800782	815389	809260	775858	814654	821543	800653	770111	849477	862153	850003	768785	796613	858171	778587	823750	785739	827937	807006	822753	756931	852720	849673	789152	787585	802320	803952	836321	831875	834098	852538	846659	795574	868313	881093	831929	823391	853880	815681	813001
787171	843940	798008	753475	820340	789924	827780	751393	816910	793777	834298	809699	723240	801665	794535	806009	808041	723529	802325	748132	779076	784604	808353	792588	814048	835774	769645	790912	804631	807806	811656	795767	813518	798952	779668	839221	865517	879600	800758	843022	835915	800337	835192	777689	705703	786182	826511	821474	764744	845236	750957	729152	799032	727449	782223	803625	786522	802089	829722	788842	803608	832620	771103	791798	805906	810441	778920	788889	776267	739683	779395	803706	777402	758175	792884	786110	839837	760024	783765	827450	768652	844936	746863	795936	791038	807280	765983	813264	817530	790898	744905	801573	773417	856570	786848	811822	824139	806581	730719	853763	823888	770350	779688	794502	814388	796275
770944	813238	805490	777773	770426	809571	763753	757253	819402	761344	842247	801459	762024	767535	772184	816048	790547	767894	766054	750122	734930	779288	793692	815396	822132	811533	724069	796843	808146	786111	777585	835754	772402	815973	734114	788783	864800	869534	796096	817903	820285	810220	823194	789843	704652	780992	830622	808960	757392	830964	754100	758583	782100	732858	817842	796289	792470	777959	820460	786507	786901	823897	776014	795612	830456	782743	766312	775243	771797	697680	781413	801589	789424	753985	794124	803356	852095	751994	768490	877299	777414	779582	818255	809511	781317	810896	753481	820965	818146	790185	772143	778446	781703	833280	800444	790841	807967	836605	773137	849771	798212	767534	793160	805868	809506	824211
736758	817296	781569	757718	760638	758471	788255	746647	779230	734686	807474	755357	718953	748650	768013	798443	770364	741127	776893	698580	726033	757245	792621	752352	789521	807558	744316	751552	771611	770224	765301	805701	748957	768492	773240	771919	841274	808209	734566	788767	776961	781810	790588	766523	690618	720831	789947	779180	715887	855681	709862	712311	757606	741278	766894	763695	774354	755071	780500	775883	753247	806072	727662	779848	782540	756227	778922	758782	740102	716122	734434	776511	753382	727431	797254	781876	815242	721848	777271	822701	764157	774915	727785	766332	760624	806853	730463	781724	786000	776595	726325	763459	753484	787803	769510	786618	816934	742659	741634	816049	784847	752887	744850	769699	747238	732845
790270	804468	775592	770387	768982	780229	816717	761021	806880	758932	861124	773562	747614	780793	767450	791549	788599	758358	793523	739546	750817	770472	782514	783804	790049	801561	755993	797135	747913	771295	784730	765613	763203	800867	738596	790044	869944	817775	806810	845457	847699	799758	799144	755975	687624	788228	834963	816141	758041	850288	743304	743197	769425	758532	814519	777298	782185	765722	783667	751512	794050	790951	734253	747339	835639	774990	784335	776682	756867	724734	759349	791379	774421	745622	796738	794003	834255	790482	809274	843657	760582	805110	789857	780301	802568	799251	762474	810065	826633	794741	731333	793130	788149	794941	802114	800861	806155	798206	762861	814012	830089	786107	785618	789231	793131	803058
786222	814344	788701	773587	792700	766268	818600	767472	835828	744998	815542	758600	745129	774370	792567	792792	798365	753767	750965	740854	780913	788145	804926	803375	786220	826126	734836	788125	776950	789598	791201	794874	798416	805946	747058	785004	838510	847729	773714	806031	822931	805241	827194	774625	696326	777365	822260	812799	700355	867381	736325	767091	759789	755892	805484	801172	766408	782389	816988	754332	782906	779464	737971	798204	810099	804626	780288	772761	762393	739230	766866	804632	808768	731282	800213	803361	841800	749276	773445	857064	741050	832735	742360	805149	784018	800334	769721	830172	793622	789946	751561	781930	785057	800295	783578	811769	810284	792689	765073	833279	817795	795057	790248	791239	804021	804626
829587	897702	879059	856940	841352	850498	870772	799108	871205	838593	915196	850120	823744	834141	832655	887570	874960	804809	850318	794771	801349	827348	893978	885739	892804	891335	810046	837500	834451	870043	847449	890216	853575	865556	829528	879409	961841	904023	879033	895828	910754	884022	889246	861141	795707	846357	931183	879889	830454	919955	837145	792564	846672	842989	860518	841093	845734	860063	895616	844077	828326	893984	787392	867189	897153	843497	865069	856915	835038	785726	845963	865799	836393	824903	860219	877495	908942	829908	865172	895947	830811	864677	846584	877923	878402	888531	819447	881343	909895	861516	812763	858802	815380	878805	864591	884882	905947	873631	815722	931737	887130	854694	867885	844457	852902	875060
829860	898109	866590	844667	854931	831205	873303	854883	868305	845210	914515	853731	824255	821514	839117	854062	853878	822162	857081	818774	819346	829877	870026	854504	873633	882888	830690	842829	826730	838169	838203	876077	830082	859990	816631	860271	951874	928652	878648	899716	899175	878665	889972	851695	785247	839384	894922	911207	816393	944910	811614	801600	851800	811976	833413	823076	857969	858137	890001	832874	836180	888292	787796	841179	907439	845641	857672	851580	814134	806822	816871	851976	873146	815080	852116	874214	882540	832101	842695	919715	836849	864991	813556	865060	874410	874881	820534	897939	881470	843836	817833	843163	845354	898141	851300	889716	887384	876728	819791	927742	896205	843165	870532	844973	873576	880915
790222	818066	775203	749832	796045	761390	818097	737019	856678	820410	831822	788454	724632	815287	761898	814838	806195	770290	783509	752843	784235	794720	772743	812381	805712	844467	768139	782888	821057	760920	804693	826332	820321	820875	819350	837069	862314	871087	791768	857559	844037	825067	829524	803035	749173	805988	841071	824894	757699	859587	770676	754836	778525	779098	807965	807026	806438	824068	827594	779882	798518	824598	753799	783812	816250	789066	797131	815992	789981	755729	782755	827347	805138	753623	796323	819538	811083	800370	803680	866777	800238	854372	793305	814696	814802	849879	778565	838312	849413	797961	781427	799006	785836	849128	796176	800751	819622	806089	756721	868476	858832	802598	816897	813932	838471	804159
