B
19	92	70	96	26	59	61	71	37	11	55	96	94	78	96	98	61	80	97	23	81	4	97	87	15	80	1	87	19	24	61	21	63	66	34	50	69	59	34	30	29	40	34	86	85	82	53	66	13	80	83	16	67	69	98	84	41	38	46	90	17	74	95	78	62	32	99	82	82	69	61	83	30	99	59	29	98	11	65	3	63	44	39	23	62	78	28	42	73	89	70	68	71	54	11	19	56	77	9	97	10	95	10	24	84	45	61
74	96	36	86	67	1	78	82	28	61	77	28	2	36	5	84	33	15	75	88	46	37	1	3	69	11	13	42	77	62	50	66	79	72	16	28	92	26	50	82	49	92	52	78	1	34	84	23	14	83	1	92	85	73	14	39	25	67	88	35	32	0	84	88	13	46	35	73	100	37	100	12	18	87	26	17	44	72	23	98	78	17	84	93	65	50	54	1	44	33	18	41	100	36	1	73	69	23	70	43	58	59	65	44	9	99	83
90	6	95	52	97	82	70	47	41	12	30	38	86	33	51	32	37	57	31	96	64	82	3	3	31	53	53	13	31	80	0	69	8	17	48	93	87	93	82	34	63	100	95	12	5	27	87	11	29	71	75	25	51	52	71	65	20	78	27	42	8	15	69	11	46	58	18	21	24	23	67	90	81	18	88	50	95	54	92	21	71	76	43	50	67	91	76	1	26	25	96	90	52	59	1	56	25	73	49	49	81	89	94	87	58	32	61
88	88	0	54	50	20	8	11	99	25	94	31	60	93	33	33	27	23	34	95	87	70	6	50	55	20	19	17	57	29	16	50	94	7	43	93	27	24	74	66	75	54	34	57	68	88	0	19	96	50	55	16	5	74	44	41	26	60	99	94	32	57	17	72	83	87	45	53	75	69	42	7	28	20	51	66	59	47	15	94	69	59	98	61	5	37	76	60	82	48	72	52	19	65	27	40	33	27	38	10	12	95	100	34	32	96	79
83	44	7	37	95	35	53	15	99	50	13	30	33	36	45	58	98	41	21	71	41	67	73	62	35	95	87	2	69	73	1	68	8	8	66	14	9	10	91	68	84	11	84	80	99	2	46	10	68	5	49	92	89	96	93	33	27	29	77	24	44	42	23	91	19	27	27	94	10	11	57	75	33	7	91	45	29	66	79	74	80	99	81	72	33	66	29	83	95	1	14	93	23	34	32	85	83	37	95	66	18	18	40	89	12	24	48
91	0	70	5	66	42	61	84	2	81	62	55	15	19	96	22	60	38	99	3	16	57	54	77	88	17	9	59	6	66	49	57	82	55	34	42	27	56	48	52	21	63	18	79	19	77	65	31	19	25	2	80	19	66	49	29	94	34	41	96	82	11	0	73	5	45	20	18	95	28	20	24	62	40	69	95	98	81	52	65	40	75	29	18	59	46	16	64	84	30	98	72	78	98	18	90	52	88	87	75	90	28	72	99	8	4	56
63	27	36	99	32	31	93	91	64	15	60	16	85	48	59	98	6	15	35	20	14	71	1	17	86	31	48	24	27	77	77	73	12	6	85	92	81	15	33	34	40	9	24	81	38	21	78	71	42	46	14	3	99	59	90	66	33	35	92	94	42	31	47	60	34	83	13	28	55	14	34	58	54	80	37	83	95	92	22	63	82	67	10	81	75	45	39	75	89	96	43	8	57	84	6	51	15	79	87	18	94	93	66	94	65	13	100
45	58	36	48	12	83	37	83	23	13	93	26	32	2	84	41	16	0	93	32	39	12	57	100	98	32	77	56	36	71	35	32	28	13	31	87	44	61	31	72	95	30	28	82	77	19	83	97	12	60	69	44	3	53	38	35	93	86	48	17	18	57	8	47	67	30	22	52	60	92	45	16	49	95	69	28	71	26	84	60	51	52	6	48	48	5	43	45	100	12	84	12	87	86	65	89	15	38	26	8	61	93	37	0	51	69	79
46	84	37	45	93	76	52	8	55	50	52	100	94	34	27	57	52	24	41	36	14	14	77	70	48	62	35	35	49	71	25	56	54	77	91	27	84	83	60	51	7	92	5	18	27	55	38	9	8	17	78	19	53	42	36	26	4	94	47	26	90	72	81	23	15	27	46	40	54	98	21	61	44	91	35	10	66	47	22	47	95	19	41	41	8	63	26	43	39	2	85	94	65	12	68	65	64	3	84	89	6	20	67	44	93	44	29
51	24	17	81	96	0	43	84	74	37	86	41	39	94	83	50	21	86	8	13	49	18	48	50	4	91	13	32	53	78	2	20	80	85	75	78	89	60	88	36	76	43	64	73	72	89	69	14	43	92	97	56	1	24	49	23	69	26	41	2	16	3	8	46	20	51	25	58	24	33	6	86	52	87	34	13	20	58	15	15	39	100	11	67	4	8	82	42	44	69	14	57	26	97	83	19	9	41	38	83	27	88	78	32	12	91	98
36	19	2	85	70	25	84	31	2	91	52	40	3	30	52	22	20	87	0	21	1	77	1	43	30	64	87	0	22	61	65	73	49	3	88	16	89	71	14	82	49	87	80	18	22	23	23	19	82	96	7	7	56	1	50	4	79	46	39	1	92	49	56	7	32	52	95	35	7	30	15	28	27	44	22	54	71	84	26	5	77	94	55	35	73	9	42	56	8	93	80	76	65	14	45	2	33	31	81	3	52	18	100	75	17	74	70
86	11	57	10	55	13	65	64	5	33	66	85	30	55	95	62	13	8	86	23	59	22	74	95	77	0	1	79	71	29	73	98	32	57	81	61	52	30	11	36	83	30	54	18	39	14	21	9	57	52	99	99	10	53	10	66	99	47	42	20	39	50	13	70	48	29	69	97	40	83	83	6	59	76	52	94	83	78	31	6	72	12	85	14	33	4	81	44	53	50	35	86	87	50	29	49	63	92	70	92	69	3	59	1	19	60	2
5	20	4	40	72	1	20	26	1	26	52	74	1	56	38	19	23	57	41	88	75	97	1	91	90	2	85	32	72	0	13	56	84	21	71	79	35	9	92	15	8	67	63	70	65	1	89	66	55	70	71	63	57	58	56	15	82	55	75	42	26	60	55	53	45	50	94	91	3	10	82	90	99	58	94	23	49	58	67	88	16	62	17	84	10	10	92	55	88	18	20	3	91	51	50	38	62	21	54	24	66	42	54	39	1	57	30
2	66	71	91	92	27	41	97	78	92	72	71	11	49	72	65	62	11	75	71	30	50	48	8	19	43	84	21	16	23	93	0	97	80	33	73	31	59	58	36	88	34	33	56	33	77	34	26	22	30	31	18	22	71	50	12	89	34	51	78	40	4	32	91	15	76	18	87	66	13	2	81	19	69	16	73	14	22	31	10	43	58	75	97	88	41	55	43	64	100	17	87	96	42	55	51	56	96	72	52	38	12	36	38	57	37	46
46	7	34	4	33	88	60	86	48	66	0	94	74	61	46	66	10	63	56	37	97	56	51	13	80	55	17	84	44	88	9	15	69	40	99	53	11	64	6	64	55	90	70	19	31	86	49	20	10	73	26	23	67	32	36	43	92	13	5	49	17	18	85	9	32	72	47	57	40	8	29	68	54	28	1	90	45	25	2	87	20	22	19	29	41	62	30	97	36	59	80	24	60	81	35	97	95	77	71	78	24	48	89	23	2	79	83
90	96	25	40	41	91	59	53	19	54	49	62	44	41	59	62	13	71	22	10	67	34	39	26	71	29	46	88	51	66	25	13	26	25	49	7	33	7	31	72	72	23	41	18	57	68	62	49	2	90	69	50	24	1	51	89	63	74	59	66	1	95	85	10	54	68	33	99	61	66	97	64	70	13	79	61	44	77	88	67	29	50	49	73	98	91	77	52	70	50	65	63	59	8	76	95	6	58	38	58	52	85	38	21	50	82	96
